"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","QGDP","TOT","PC_CHGPY","Q","2023-Q1",-3.707812221,
"ARG","QGDP","TOT","PC_CHGPY","Q","1994-Q1",7.268922348,
"ARG","QGDP","TOT","PC_CHGPY","Q","1994-Q2",6.450531759,
"ARG","QGDP","TOT","PC_CHGPY","Q","1994-Q3",4.616171108,
"ARG","QGDP","TOT","PC_CHGPY","Q","1994-Q4",5.068113186,
"ARG","QGDP","TOT","PC_CHGPY","Q","1995-Q1",1.997060055,
"ARG","QGDP","TOT","PC_CHGPY","Q","1995-Q2",-3.857416767,
"ARG","QGDP","TOT","PC_CHGPY","Q","1995-Q3",-4.469924006,
"ARG","QGDP","TOT","PC_CHGPY","Q","1995-Q4",-4.917327789,
"ARG","QGDP","TOT","PC_CHGPY","Q","1996-Q1",-0.771663571,
"ARG","QGDP","TOT","PC_CHGPY","Q","1996-Q2",5.436258599,
"ARG","QGDP","TOT","PC_CHGPY","Q","1996-Q3",8.276059804,
"ARG","QGDP","TOT","PC_CHGPY","Q","1996-Q4",9.410196998,
"ARG","QGDP","TOT","PC_CHGPY","Q","1997-Q1",8.718642749,
"ARG","QGDP","TOT","PC_CHGPY","Q","1997-Q2",7.93033306,
"ARG","QGDP","TOT","PC_CHGPY","Q","1997-Q3",8.16301793,
"ARG","QGDP","TOT","PC_CHGPY","Q","1997-Q4",7.662890987,
"ARG","QGDP","TOT","PC_CHGPY","Q","1998-Q1",5.993873078,
"ARG","QGDP","TOT","PC_CHGPY","Q","1998-Q2",6.486822435,
"ARG","QGDP","TOT","PC_CHGPY","Q","1998-Q3",3.555725661,
"ARG","QGDP","TOT","PC_CHGPY","Q","1998-Q4",-0.429833848,
"ARG","QGDP","TOT","PC_CHGPY","Q","1999-Q1",-2.176492064,
"ARG","QGDP","TOT","PC_CHGPY","Q","1999-Q2",-5.140582449,
"ARG","QGDP","TOT","PC_CHGPY","Q","1999-Q3",-5.124917266,
"ARG","QGDP","TOT","PC_CHGPY","Q","1999-Q4",-1.014421187,
"ARG","QGDP","TOT","PC_CHGPY","Q","2000-Q1",-0.106447324,
"ARG","QGDP","TOT","PC_CHGPY","Q","2000-Q2",-0.59039067,
"ARG","QGDP","TOT","PC_CHGPY","Q","2000-Q3",-0.557525176,
"ARG","QGDP","TOT","PC_CHGPY","Q","2000-Q4",-1.893523605,
"ARG","QGDP","TOT","PC_CHGPY","Q","2001-Q1",-1.397726021,
"ARG","QGDP","TOT","PC_CHGPY","Q","2001-Q2",-0.616979289,
"ARG","QGDP","TOT","PC_CHGPY","Q","2001-Q3",-4.991747166,
"ARG","QGDP","TOT","PC_CHGPY","Q","2001-Q4",-10.676443041,
"ARG","QGDP","TOT","PC_CHGPY","Q","2002-Q1",-15.219743824,
"ARG","QGDP","TOT","PC_CHGPY","Q","2002-Q2",-14.147871056,
"ARG","QGDP","TOT","PC_CHGPY","Q","2002-Q3",-9.897878081,
"ARG","QGDP","TOT","PC_CHGPY","Q","2002-Q4",-3.483175649,
"ARG","QGDP","TOT","PC_CHGPY","Q","2003-Q1",5.274229353,
"ARG","QGDP","TOT","PC_CHGPY","Q","2003-Q2",8.146920201,
"ARG","QGDP","TOT","PC_CHGPY","Q","2003-Q3",10.707165722,
"ARG","QGDP","TOT","PC_CHGPY","Q","2003-Q4",11.646839589,
"ARG","QGDP","TOT","PC_CHGPY","Q","2004-Q1",11.119080123,
"ARG","QGDP","TOT","PC_CHGPY","Q","2004-Q2",6.593616822,
"ARG","QGDP","TOT","PC_CHGPY","Q","2004-Q3",9.290057429,
"ARG","QGDP","TOT","PC_CHGPY","Q","2004-Q4",8.709204211,
"ARG","QGDP","TOT","PC_CHGPY","Q","2005-Q1",8.386843183,
"ARG","QGDP","TOT","PC_CHGPY","Q","2005-Q2",11.942675208,
"ARG","QGDP","TOT","PC_CHGPY","Q","2005-Q3",7.335823466,
"ARG","QGDP","TOT","PC_CHGPY","Q","2005-Q4",7.88473757,
"ARG","QGDP","TOT","PC_CHGPY","Q","2006-Q1",7.59119372,
"ARG","QGDP","TOT","PC_CHGPY","Q","2006-Q2",6.635568066,
"ARG","QGDP","TOT","PC_CHGPY","Q","2006-Q3",8.817340122,
"ARG","QGDP","TOT","PC_CHGPY","Q","2006-Q4",9.101956382,
"ARG","QGDP","TOT","PC_CHGPY","Q","2007-Q1",8.814070855,
"ARG","QGDP","TOT","PC_CHGPY","Q","2007-Q2",9.769172933,
"ARG","QGDP","TOT","PC_CHGPY","Q","2007-Q3",8.230857858,
"ARG","QGDP","TOT","PC_CHGPY","Q","2007-Q4",9.224803377,
"ARG","QGDP","TOT","PC_CHGPY","Q","2008-Q1",7.737633821,
"ARG","QGDP","TOT","PC_CHGPY","Q","2008-Q2",5.966014417,
"ARG","QGDP","TOT","PC_CHGPY","Q","2008-Q3",5.387857739,
"ARG","QGDP","TOT","PC_CHGPY","Q","2008-Q4",-2.510389228,
"ARG","QGDP","TOT","PC_CHGPY","Q","2009-Q1",-6.977918693,
"ARG","QGDP","TOT","PC_CHGPY","Q","2009-Q2",-9.53908958,
"ARG","QGDP","TOT","PC_CHGPY","Q","2009-Q3",-6.682355305,
"ARG","QGDP","TOT","PC_CHGPY","Q","2009-Q4",-0.251882834,
"ARG","QGDP","TOT","PC_CHGPY","Q","2010-Q1",6.664244714,
"ARG","QGDP","TOT","PC_CHGPY","Q","2010-Q2",13.959563206,
"ARG","QGDP","TOT","PC_CHGPY","Q","2010-Q3",10.288215061,
"ARG","QGDP","TOT","PC_CHGPY","Q","2010-Q4",9.688967109,
"ARG","QGDP","TOT","PC_CHGPY","Q","2011-Q1",8.967232094,
"ARG","QGDP","TOT","PC_CHGPY","Q","2011-Q2",5.37813727,
"ARG","QGDP","TOT","PC_CHGPY","Q","2011-Q3",5.611517085,
"ARG","QGDP","TOT","PC_CHGPY","Q","2011-Q4",4.222106748,
"ARG","QGDP","TOT","PC_CHGPY","Q","2012-Q1",0.735644308,
"ARG","QGDP","TOT","PC_CHGPY","Q","2012-Q2",-3.608186748,
"ARG","QGDP","TOT","PC_CHGPY","Q","2012-Q3",-1.445696702,
"ARG","QGDP","TOT","PC_CHGPY","Q","2012-Q4",0.222663946,
"ARG","QGDP","TOT","PC_CHGPY","Q","2013-Q1",1.294368175,
"ARG","QGDP","TOT","PC_CHGPY","Q","2013-Q2",5.45680073,
"ARG","QGDP","TOT","PC_CHGPY","Q","2013-Q3",2.844739489,
"ARG","QGDP","TOT","PC_CHGPY","Q","2013-Q4",0.159626515,
"ARG","QGDP","TOT","PC_CHGPY","Q","2014-Q1",-1.305816999,
"ARG","QGDP","TOT","PC_CHGPY","Q","2014-Q2",-2.497226174,
"ARG","QGDP","TOT","PC_CHGPY","Q","2014-Q3",-3.846494426,
"ARG","QGDP","TOT","PC_CHGPY","Q","2014-Q4",-2.385888348,
"ARG","QGDP","TOT","PC_CHGPY","Q","2015-Q1",0.5546652,
"ARG","QGDP","TOT","PC_CHGPY","Q","2015-Q2",3.466956851,
"ARG","QGDP","TOT","PC_CHGPY","Q","2015-Q3",4.343563563,
"ARG","QGDP","TOT","PC_CHGPY","Q","2015-Q4",2.586031587,
"ARG","QGDP","TOT","PC_CHGPY","Q","2016-Q1",0.202070158,
"ARG","QGDP","TOT","PC_CHGPY","Q","2016-Q2",-3.655522935,
"ARG","QGDP","TOT","PC_CHGPY","Q","2016-Q3",-3.251299406,
"ARG","QGDP","TOT","PC_CHGPY","Q","2016-Q4",-1.560060079,
"ARG","QGDP","TOT","PC_CHGPY","Q","2017-Q1",0.20986185,
"ARG","QGDP","TOT","PC_CHGPY","Q","2017-Q2",2.969190645,
"ARG","QGDP","TOT","PC_CHGPY","Q","2017-Q3",3.848895192,
"ARG","QGDP","TOT","PC_CHGPY","Q","2017-Q4",4.271416053,
"ARG","QGDP","TOT","PC_CHGPY","Q","2018-Q1",2.989744748,
"ARG","QGDP","TOT","PC_CHGPY","Q","2018-Q2",-2.704303369,
"ARG","QGDP","TOT","PC_CHGPY","Q","2018-Q3",-4.175544753,
"ARG","QGDP","TOT","PC_CHGPY","Q","2018-Q4",-6.415193174,
"ARG","QGDP","TOT","PC_CHGPY","Q","2019-Q1",-6.05540511,
"ARG","QGDP","TOT","PC_CHGPY","Q","2019-Q2",-0.788425057,
"ARG","QGDP","TOT","PC_CHGPY","Q","2019-Q3",-0.450559033,
"ARG","QGDP","TOT","PC_CHGPY","Q","2019-Q4",-0.487430838,
"ARG","QGDP","TOT","PC_CHGPY","Q","2020-Q1",-4.835589379,
"ARG","QGDP","TOT","PC_CHGPY","Q","2020-Q2",-19.722270615,
"ARG","QGDP","TOT","PC_CHGPY","Q","2020-Q3",-10.39364656,
"ARG","QGDP","TOT","PC_CHGPY","Q","2020-Q4",-4.711405134,
"ARG","QGDP","TOT","PC_CHGPY","Q","2021-Q1",2.974989372,
"ARG","QGDP","TOT","PC_CHGPY","Q","2021-Q2",20.051918119,
"ARG","QGDP","TOT","PC_CHGPY","Q","2021-Q3",11.330906929,
"ARG","QGDP","TOT","PC_CHGPY","Q","2021-Q4",8.719895846,
"ARG","QGDP","TOT","PC_CHGPY","Q","2022-Q1",6.114674996,
"ARG","QGDP","TOT","PC_CHGPY","Q","2022-Q2",7.901062017,
"ARG","QGDP","TOT","PC_CHGPY","Q","2022-Q3",5.611284143,
"ARG","QGDP","TOT","PC_CHGPY","Q","2022-Q4",1.54890005,
"MEX","QGDP","TOT","PC_CHGPP","A","1961",4.004538141,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1962",4.568668896,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1963",7.472304364,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1964",10.6322356,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1965",6.498227055,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1966",6.15823534,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1967",5.937297308,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1968",7.251093632,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1969",5.804921082,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1970",6.566112299,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1971",4.171697699,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1972",8.48742695,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1973",8.409315453,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1974",6.111085838,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1975",5.610444329,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1976",4.239483401,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1977",3.442377703,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1978",8.249416902,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1979",9.15520877,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1980",8.324014082,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1981",8.525606663,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1982",-0.520808042,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1983",-3.486421804,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1984",3.410814135,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1985",2.187693116,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1986",-3.078955375,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1987",1.722439312,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1988",1.283260997,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1989",4.105509331,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1990",5.175768386,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1991",4.214754839,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1992",3.541102416,"E"
"MEX","QGDP","TOT","PC_CHGPP","A","1993",1.941155848,
"MEX","QGDP","TOT","PC_CHGPP","A","1994",4.941080695,
"MEX","QGDP","TOT","PC_CHGPP","A","1995",-6.291230852,
"MEX","QGDP","TOT","PC_CHGPP","A","1996",6.773258695,
"MEX","QGDP","TOT","PC_CHGPP","A","1997",6.846852293,
"MEX","QGDP","TOT","PC_CHGPP","A","1998",5.163925172,
"MEX","QGDP","TOT","PC_CHGPP","A","1999",2.753554243,
"MEX","QGDP","TOT","PC_CHGPP","A","2000",4.942453694,
"MEX","QGDP","TOT","PC_CHGPP","A","2001",-0.404390111,
"MEX","QGDP","TOT","PC_CHGPP","A","2002",-0.039844485,
"MEX","QGDP","TOT","PC_CHGPP","A","2003",1.446382699,
"MEX","QGDP","TOT","PC_CHGPP","A","2004",3.920590802,
"MEX","QGDP","TOT","PC_CHGPP","A","2005",2.307807062,
"MEX","QGDP","TOT","PC_CHGPP","A","2006",4.495077898,
"MEX","QGDP","TOT","PC_CHGPP","A","2007",2.291445728,
"MEX","QGDP","TOT","PC_CHGPP","A","2008",1.143584563,
"MEX","QGDP","TOT","PC_CHGPP","A","2009",-5.285744124,
"MEX","QGDP","TOT","PC_CHGPP","A","2010",5.118118146,
"MEX","QGDP","TOT","PC_CHGPP","A","2011",3.663007896,
"MEX","QGDP","TOT","PC_CHGPP","A","2012",3.642322696,
"MEX","QGDP","TOT","PC_CHGPP","A","2013",1.354091965,
"MEX","QGDP","TOT","PC_CHGPP","A","2014",2.849773261,
"MEX","QGDP","TOT","PC_CHGPP","A","2015",3.293151519,
"MEX","QGDP","TOT","PC_CHGPP","A","2016",2.630532422,
"MEX","QGDP","TOT","PC_CHGPP","A","2017",2.113129147,
"MEX","QGDP","TOT","PC_CHGPP","A","2018",2.194994725,
"MEX","QGDP","TOT","PC_CHGPP","A","2019",-0.199047772,
"MEX","QGDP","TOT","PC_CHGPP","A","2020",-7.974576975,"P"
"MEX","QGDP","TOT","PC_CHGPP","A","2021",4.717627072,"P"
"MEX","QGDP","TOT","PC_CHGPP","A","2022",3.004022037,"P"
"IND","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.488981,
"IND","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.585574,
"IND","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.752362,
"IND","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.409848,
"IND","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.192832,
"IND","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.600856,
"IND","QGDP","TOT","PC_CHGPP","Q","1998-Q1",1.630075,
"IND","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.310736,
"IND","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.814746,
"IND","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.31071,
"IND","QGDP","TOT","PC_CHGPP","Q","1999-Q1",1.624153,
"IND","QGDP","TOT","PC_CHGPP","Q","1999-Q2",2.582232,
"IND","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.245329,
"IND","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.65076,
"IND","QGDP","TOT","PC_CHGPP","Q","2000-Q1",2.099527,
"IND","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.134907,
"IND","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.327693,
"IND","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.041891,
"IND","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.540661,
"IND","QGDP","TOT","PC_CHGPP","Q","2001-Q2",2.081372,
"IND","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.236859,
"IND","QGDP","TOT","PC_CHGPP","Q","2001-Q4",2.295883,
"IND","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.807097,
"IND","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.623762,
"IND","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.593563,
"IND","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.078241,
"IND","QGDP","TOT","PC_CHGPP","Q","2003-Q1",2.251095,
"IND","QGDP","TOT","PC_CHGPP","Q","2003-Q2",2.533199,
"IND","QGDP","TOT","PC_CHGPP","Q","2003-Q3",2.632113,
"IND","QGDP","TOT","PC_CHGPP","Q","2003-Q4",3.283207,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.364491,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q2",2.37817,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q3",2.39764,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.93661,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.75097,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q2",3.1669,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.39142,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q4",2.52791,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q1",2.50557,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.43638,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q3",3.303,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.71129,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q1",2.7934,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q2",2.52015,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.79448,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q4",3.37688,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.6059,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q2",1.04386,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.87024,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q4",0.12257,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.84614,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q2",5.80366,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.55388,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q4",2.12673,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q1",2.60018,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q2",2.40256,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q3",2.95598,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.32107,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.83064,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.21165,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.00385,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.62889,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q1",1.38078,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.15795,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.794,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.18687,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.59874,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.40382,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.60112,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q4",2.20112,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.15901,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q2",2.28966,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.8258,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.53396,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.68429,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q2",2.14175,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.84622,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q4",2.03253,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q1",2.90241,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.78091,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q3",2.29157,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.36384,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.7997,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.05869,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.64816,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.87847,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q1",2.1465,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.30911,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.39922,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.47864,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.03182,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.45024,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.55781,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.15027,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.10166,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-22.54982,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q3",22.55913,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q4",6.31046,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.37593,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-7.51107,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q3",9.34298,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.98497,
"IND","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.45698,
"IND","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.14959,
"IND","QGDP","TOT","PC_CHGPP","Q","2022-Q3",1.88811,
"IND","QGDP","TOT","PC_CHGPP","Q","2022-Q4",1.00309,
"IND","QGDP","TOT","PC_CHGPP","Q","2023-Q1",1.9217,
"AUT","QGDP","TOT","PC_CHGPY","Q","1961-Q1",8.008100796,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1961-Q2",5.169873068,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1961-Q3",5.171297691,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1961-Q4",3.96974878,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1962-Q1",2.612017176,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1962-Q2",2.949917446,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1962-Q3",2.525644999,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1962-Q4",2.3854994,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1963-Q1",1.279841912,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1963-Q2",4.255174666,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1963-Q3",4.511913802,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1963-Q4",6.545704408,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1964-Q1",7.223451185,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1964-Q2",5.694642122,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1964-Q3",5.499163719,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1964-Q4",6.342411772,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1965-Q1",4.196978101,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1965-Q2",3.252284099,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1965-Q3",4.399167286,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1965-Q4",1.958314435,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1966-Q1",6.314444341,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1966-Q2",5.625371444,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1966-Q3",3.819090473,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1966-Q4",4.274241416,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1967-Q1",1.930249257,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1967-Q2",2.930030802,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1967-Q3",1.969745836,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1967-Q4",2.697595931,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1968-Q1",3.091996527,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1968-Q2",3.425736769,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1968-Q3",5.997559071,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1968-Q4",5.252432914,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1969-Q1",4.950315158,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1969-Q2",5.686384345,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1969-Q3",6.303681067,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1969-Q4",6.432192405,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1970-Q1",7.395607973,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1970-Q2",8.132038636,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1970-Q3",7.635446134,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1970-Q4",7.874498883,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1971-Q1",6.057112964,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1971-Q2",5.606185481,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1971-Q3",5.262499685,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1971-Q4",3.592101647,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1972-Q1",6.783442596,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1972-Q2",4.4918439,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1972-Q3",4.2334192,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1972-Q4",9.334166488,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1973-Q1",4.384871825,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1973-Q2",6.561680025,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1973-Q3",5.557916687,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1973-Q4",3.137523123,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1974-Q1",6.72998585,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1974-Q2",4.148174543,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1974-Q3",4.218951548,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1974-Q4",0.811034795,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1975-Q1",-1.044334184,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1975-Q2",-1.64934345,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1975-Q3",-1.165647572,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1975-Q4",2.436947936,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1976-Q1",1.922441045,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1976-Q2",4.884411473,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1976-Q3",6.271508978,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1976-Q4",5.218309742,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1977-Q1",5.799577139,"E"
"AUT","QGDP","TOT","PC_CHGPY","Q","1977-Q2",5.363639176,"E"
