ISOAlpha_3Code,country,WEO_Country_Code,target,target_year,forecast_season,horizon,forecast_year,type,prediction,tv_0.5,tv_1,tv_1.5,tv_2,cgroup,economy,euro,g7,g20,geoEmer,geolInc,oil,meangdppc,meanlfp
KWT,Kuwait,443,ngdp_rpch,1990,S,0.5,1990,prediction,0.816384569274864,-40.1203947551807,-42.6737777528081,-40.1203947551807,-33.4808349950733,0,Emerging Market Economies,0,0,0,Middle East North Africa and Pakistan,<NA>,oil,31984.2720067466,70.6323076923077
KWT,Kuwait,443,ngdp_rpch,1990,F,0,1990,prediction,-9.26607775354711,-40.1203947551807,-42.6737777528081,-40.1203947551807,-33.4808349950733,0,Emerging Market Economies,0,0,0,Middle East North Africa and Pakistan,<NA>,oil,31984.2720067466,70.6323076923077
KWT,Kuwait,443,ngdp_rpch,1991,S,1.5,1990,prediction,3.39887597852719,-51.9737294835824,-70.6459873848537,-70.6459873848537,-47.6019479534297,0,Emerging Market Economies,0,0,0,Middle East North Africa and Pakistan,<NA>,oil,31984.2720067466,70.6323076923077
KWT,Kuwait,443,ngdp_rpch,1991,F,1,1990,prediction,3.39319750433611,-51.9737294835824,-70.6459873848537,-70.6459873848537,-47.6019479534297,0,Emerging Market Economies,0,0,0,Middle East North Africa and Pakistan,<NA>,oil,31984.2720067466,70.6323076923077
KWT,Kuwait,443,ngdp_rpch,1991,S,0.5,1991,prediction,-51.9737294835824,-51.9737294835824,-70.6459873848537,-70.6459873848537,-47.6019479534297,0,Emerging Market Economies,0,0,0,Middle East North Africa and Pakistan,<NA>,oil,31984.2720067466,70.6323076923077
KWT,Kuwait,443,ngdp_rpch,1991,F,0,1991,prediction,-65.7910204134677,-51.9737294835824,-70.6459873848537,-70.6459873848537,-47.6019479534297,0,Emerging Market Economies,0,0,0,Middle East North Africa and Pakistan,<NA>,oil,31984.2720067466,70.6323076923077
KWT,Kuwait,443,ngdp_rpch,1992,S,2.5,1990,prediction,3.97076667707539,171.754274914192,134.528634483692,94.6000030690291,94.6000030690291,0,Emerging Market Economies,0,0,0,Middle East North Africa and Pakistan,<NA>,oil,31984.2720067466,70.6323076923077
KWT,Kuwait,443,ngdp_rpch,1992,F,2,1990,prediction,9.74404610112614,171.754274914192,134.528634483692,94.6000030690291,94.6000030690291,0,Emerging Market Economies,0,0,0,Middle East North Africa and Pakistan,<NA>,oil,31984.2720067466,70.6323076923077
KWT,Kuwait,443,ngdp_rpch,1992,S,1.5,1991,prediction,100.018609468981,171.754274914192,134.528634483692,94.6000030690291,94.6000030690291,0,Emerging Market Economies,0,0,0,Middle East North Africa and Pakistan,<NA>,oil,31984.2720067466,70.6323076923077
KWT,Kuwait,443,ngdp_rpch,1992,F,1,1991,prediction,122.594302713932,171.754274914192,134.528634483692,94.6000030690291,94.6000030690291,0,Emerging Market Economies,0,0,0,Middle East North Africa and Pakistan,<NA>,oil,31984.2720067466,70.6323076923077
