ISOAlpha_3Code,country,WEO_Country_Code,target,target_year,forecast_season,horizon,forecast_year,type,prediction,tv_0.5,tv_1,tv_1.5,tv_2,cgroup,economy,euro,g7,g20,geoEmer,geolInc,oil,meangdppc,meanlfp
PAN,Panama,283,pcpi_pch,2006,S,2.5,2004,prediction,1.99999999999929,2.45835362001234,2.46000000000035,2.46155825935186,2.46155825935266,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
PAN,Panama,283,pcpi_pch,2006,F,2,2004,prediction,1.99999999999942,2.45835362001234,2.46000000000035,2.46155825935186,2.46155825935266,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
PAN,Panama,283,pcpi_pch,2006,S,1.5,2005,prediction,1.80000000000082,2.45835362001234,2.46000000000035,2.46155825935186,2.46155825935266,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
PAN,Panama,283,pcpi_pch,2006,F,1,2005,prediction,1.83758854440013,2.45835362001234,2.46000000000035,2.46155825935186,2.46155825935266,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
PAN,Panama,283,pcpi_pch,2006,S,0.5,2006,prediction,2.18118019211486,2.45835362001234,2.46000000000035,2.46155825935186,2.46155825935266,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
PAN,Panama,283,pcpi_pch,2006,F,0,2006,prediction,2.78175338460445,2.45835362001234,2.46000000000035,2.46155825935186,2.46155825935266,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
PAN,Panama,283,pcpi_pch,2007,S,5.5,2002,prediction,1.48328200000007,4.16223430798897,4.16223430798846,4.16223430798897,4.16223430798897,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
PAN,Panama,283,pcpi_pch,2007,F,5,2002,prediction,2.00000000000038,4.16223430798897,4.16223430798846,4.16223430798897,4.16223430798897,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
PAN,Panama,283,pcpi_pch,2007,S,4.5,2003,prediction,1.02999999999898,4.16223430798897,4.16223430798846,4.16223430798897,4.16223430798897,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
PAN,Panama,283,pcpi_pch,2007,F,4,2003,prediction,1.0299999999998,4.16223430798897,4.16223430798846,4.16223430798897,4.16223430798897,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
PAN,Panama,283,pcpi_pch,2007,S,3.5,2004,prediction,2.0000000000004,4.16223430798897,4.16223430798846,4.16223430798897,4.16223430798897,0,Emerging Market Economies,0,0,0,Latin America,<NA>,<NA>,9398.87028006999,61.9580333333333
