ISOAlpha_3Code,country,WEO_Country_Code,target,target_year,forecast_season,horizon,forecast_year,type,prediction,tv_0.5,tv_1,tv_1.5,tv_2,cgroup,economy,euro,g7,g20,geoEmer,geolInc,oil,meangdppc,meanlfp
COG,"Congo, Republic of",634,ngdp_rpch,1990,S,0.5,1990,prediction,0.540503901615574,0.583316860703209,0.583316860703209,0.583316860703209,1.79999845878382,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1990,F,0,1990,prediction,0.00718202697749248,0.583316860703209,0.583316860703209,0.583316860703209,1.79999845878382,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1991,S,1.5,1990,prediction,2.82718296636595,2.54664799497728,1.8999965899043,1.89999661214368,1.5000011907901,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1991,F,1,1990,prediction,2.32053731514374,2.54664799497728,1.8999965899043,1.89999661214368,1.5000011907901,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1991,S,0.5,1991,prediction,2.54664799497728,2.54664799497728,1.8999965899043,1.89999661214368,1.5000011907901,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1991,F,0,1991,prediction,2.54664799497728,2.54664799497728,1.8999965899043,1.89999661214368,1.5000011907901,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1992,S,2.5,1990,prediction,3.28720957823168,3.59999797436261,2.59999942806888,2.59999942806888,2.60080976801316,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1992,F,2,1990,prediction,3.21272668579533,3.59999797436261,2.59999942806888,2.59999942806888,2.60080976801316,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1992,S,1.5,1991,prediction,7.20432429641871,3.59999797436261,2.59999942806888,2.59999942806888,2.60080976801316,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1992,F,1,1991,prediction,7.20432429641871,3.59999797436261,2.59999942806888,2.59999942806888,2.60080976801316,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1992,S,0.5,1992,prediction,7.20432429641871,3.59999797436261,2.59999942806888,2.59999942806888,2.60080976801316,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1992,F,0,1992,prediction,2.12359996428462,3.59999797436261,2.59999942806888,2.59999942806888,2.60080976801316,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
COG,"Congo, Republic of",634,ngdp_rpch,1993,S,3.5,1990,prediction,3.42108467708155,-1.50000096479627,-1.55814237372814,2.59428744348607,-1.21155919364763,0,Low-Income Developing Countries,0,0,0,<NA>,Sub-Saharan Africa,oillIncoil,2111.73022376766,55.3166666666667
