ISOAlpha_3Code,country,WEO_Country_Code,target,target_year,forecast_season,horizon,forecast_year,type,prediction,tv_0.5,tv_1,tv_1.5,tv_2,cgroup,economy,euro,g7,g20,geoEmer,geolInc,oil,meangdppc,meanlfp
FIN,Finland,172,ngdp_rpch,1990,S,0.5,1990,prediction,2.19999990570889,1.56621714310556,-0.0506873299387589,-0.0506873299387589,0.404962307972179,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1990,F,0,1990,prediction,1.56621714310556,1.56621714310556,-0.0506873299387589,-0.0506873299387589,0.404962307972179,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1991,S,1.5,1990,prediction,1.09999746281266,-2.99188336094778,-6.17595141066289,-6.39693078597882,-7.11223510896116,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1991,F,1,1990,prediction,0.876265625025163,-2.99188336094778,-6.17595141066289,-6.39693078597882,-7.11223510896116,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1991,S,0.5,1991,prediction,0.876265625025163,-2.99188336094778,-6.17595141066289,-6.39693078597882,-7.11223510896116,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1991,F,0,1991,prediction,-2.99188336094778,-2.99188336094778,-6.17595141066289,-6.39693078597882,-7.11223510896116,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1992,S,2.5,1990,prediction,2.90704246816933,-3.47990649095219,-3.99130659154846,-3.79999791191146,-3.64646750889008,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1992,F,2,1990,prediction,1.45940437608278,-3.47990649095219,-3.99130659154846,-3.79999791191146,-3.64646750889008,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1992,S,1.5,1991,prediction,1.45940437608278,-3.47990649095219,-3.99130659154846,-3.79999791191146,-3.64646750889008,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1992,F,1,1991,prediction,0.784108717235177,-3.47990649095219,-3.99130659154846,-3.79999791191146,-3.64646750889008,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1992,S,0.5,1992,prediction,0.784108717235177,-3.47990649095219,-3.99130659154846,-3.79999791191146,-3.64646750889008,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1992,F,0,1992,prediction,-0.994092446448647,-3.47990649095219,-3.99130659154846,-3.79999791191146,-3.64646750889008,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1993,S,3.5,1990,prediction,2.90704918301714,-2.59999846681952,-1.98204507654581,-1.59544469306041,-1.59544469306041,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1993,F,3,1990,prediction,1.86895760871473,-2.59999846681952,-1.98204507654581,-1.59544469306041,-1.59544469306041,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1993,S,2.5,1991,prediction,1.86895760871473,-2.59999846681952,-1.98204507654581,-1.59544469306041,-1.59544469306041,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1993,F,2,1991,prediction,2.51555537757149,-2.59999846681952,-1.98204507654581,-1.59544469306041,-1.59544469306041,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1993,S,1.5,1992,prediction,2.51555537757149,-2.59999846681952,-1.98204507654581,-1.59544469306041,-1.59544469306041,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1993,F,1,1992,prediction,2.84938941655359,-2.59999846681952,-1.98204507654581,-1.59544469306041,-1.59544469306041,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1993,S,0.5,1993,prediction,-1.00614362441896,-2.59999846681952,-1.98204507654581,-1.59544469306041,-1.59544469306041,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1993,F,0,1993,prediction,-2.09275841876503,-2.59999846681952,-1.98204507654581,-1.59544469306041,-1.59544469306041,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
FIN,Finland,172,ngdp_rpch,1994,S,4.5,1990,prediction,2.90704062348912,3.88204477015113,3.88204477015113,4.38420260145793,4.39974977472968,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,39398.9319455094,60.5892592592593
