ISOAlpha_3Code,country,WEO_Country_Code,target,target_year,forecast_season,horizon,forecast_year,type,prediction,tv_0.5,tv_1,tv_1.5,tv_2,cgroup,economy,euro,g7,g20,geoEmer,geolInc,oil,meangdppc,meanlfp
SMR,San Marino,135,ngdp_rpch,1990,S,0.5,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1990,F,0,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1991,S,1.5,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1991,F,1,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1991,S,0.5,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1991,F,0,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1992,S,2.5,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1992,F,2,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1992,S,1.5,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1992,F,1,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1992,S,0.5,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1992,F,0,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1993,S,3.5,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1993,F,3,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1993,S,2.5,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1993,F,2,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1993,S,1.5,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1993,F,1,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1993,S,0.5,1993,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1993,F,0,1993,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1994,S,4.5,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1994,F,4,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1994,S,3.5,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1994,F,3,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1994,S,2.5,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1994,F,2,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1994,S,1.5,1993,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1994,F,1,1993,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1994,S,0.5,1994,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1994,F,0,1994,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,S,5.5,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,F,5,1990,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,S,4.5,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,F,4,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,S,3.5,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,F,3,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,S,2.5,1993,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,F,2,1993,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,S,1.5,1994,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,F,1,1994,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,S,0.5,1995,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1995,F,0,1995,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,S,5.5,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,F,5,1991,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,S,4.5,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,F,4,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,S,3.5,1993,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,F,3,1993,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,S,2.5,1994,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,F,2,1994,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,S,1.5,1995,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,F,1,1995,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,S,0.5,1996,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1996,F,0,1996,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1997,S,5.5,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1997,F,5,1992,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1997,S,4.5,1993,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1997,F,4,1993,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1997,S,3.5,1994,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1997,F,3,1994,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1997,S,2.5,1995,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1997,F,2,1995,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
SMR,San Marino,135,ngdp_rpch,1997,S,1.5,1996,prediction,,,,,,0,Advanced Economies,0,0,0,<NA>,<NA>,<NA>,50991.26660204,70.2894117647059
