ISOAlpha_3Code,country,WEO_Country_Code,target,target_year,forecast_season,horizon,forecast_year,type,prediction,tv_0.5,tv_1,tv_1.5,tv_2,cgroup,economy,euro,g7,g20,geoEmer,geolInc,oil,meangdppc,meanlfp
MLT,Malta,181,pcpi_pch,1999,S,2.5,1997,prediction,3.99975833115198,2.4696542368863,2.4696542368863,2.4696542368863,2.13039825024801,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,1999,F,2,1997,prediction,2.49999547781694,2.4696542368863,2.4696542368863,2.4696542368863,2.13039825024801,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,1999,S,1.5,1998,prediction,2.49999547781694,2.4696542368863,2.4696542368863,2.4696542368863,2.13039825024801,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,1999,F,1,1998,prediction,2.49999547781694,2.4696542368863,2.4696542368863,2.4696542368863,2.13039825024801,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,1999,S,0.5,1999,prediction,2.49999547004653,2.4696542368863,2.4696542368863,2.4696542368863,2.13039825024801,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,1999,F,0,1999,prediction,2.4696542368863,2.4696542368863,2.4696542368863,2.4696542368863,2.13039825024801,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,S,5.5,1995,prediction,4.59999643870135,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,F,5,1995,prediction,4.59999643870135,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,S,4.5,1996,prediction,3.9978975010623,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,F,4,1996,prediction,3.9978975010623,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,S,3.5,1997,prediction,3.9978975010623,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,F,3,1997,prediction,2.50001000027535,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,S,2.5,1998,prediction,2.50001000027535,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,F,2,1998,prediction,2.50001000027535,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,S,1.5,1999,prediction,2.50001001358129,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,F,1,1999,prediction,2.46965121158045,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,S,0.5,2000,prediction,2.46965121158045,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2000,F,0,2000,prediction,2.46965121158045,2.46965121158045,2.37324339330911,2.37324339330911,2.37324339330911,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,S,5.5,1996,prediction,4.00157136713113,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,F,5,1996,prediction,4.00157136713113,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,S,4.5,1997,prediction,4.00157136713113,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,F,4,1997,prediction,2.49999397400982,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,S,3.5,1998,prediction,2.49999397400982,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,F,3,1998,prediction,2.49999397400982,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,S,2.5,1999,prediction,2.49999403953523,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,F,2,1999,prediction,2.46965952983436,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,S,1.5,2000,prediction,2.46965952983436,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,F,1,2000,prediction,2.46965952983436,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,S,0.5,2001,prediction,2.46965952983436,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2001,F,0,2001,prediction,1.80000046100335,2.92960934546624,2.92960934546624,2.92961457892542,2.92961457892542,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,S,5.5,1997,prediction,4.00156811660848,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,F,5,1997,prediction,2.50000363939022,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,S,4.5,1998,prediction,2.50000363939022,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,F,4,1998,prediction,2.50000363939022,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,S,3.5,1999,prediction,2.50000357627882,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,F,3,1999,prediction,2.46964911032317,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,S,2.5,2000,prediction,2.46964911032317,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,F,2,2000,prediction,2.46964911032317,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,S,1.5,2001,prediction,2.46964911032317,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,F,1,2001,prediction,1.99999977357324,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,S,0.5,2002,prediction,2.00000806188503,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2002,F,0,2002,prediction,2.00000806188503,2.20000000000049,2.2017686316155,2.18849048060572,2.18849048060572,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,S,5.5,1998,prediction,2.50001119812449,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,F,5,1998,prediction,2.50001119812449,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,S,4.5,1999,prediction,2.50001120567311,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,F,4,1999,prediction,2.46965246040161,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,S,3.5,2000,prediction,2.46965246040161,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,F,3,2000,prediction,2.46965246040161,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,S,2.5,2001,prediction,2.46965246040161,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,F,2,2001,prediction,1.99999800212254,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,S,1.5,2002,prediction,1.99999275484271,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,F,1,2002,prediction,1.99999275484271,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,S,0.5,2003,prediction,1.99999999999991,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2003,F,0,2003,prediction,2.00000000000042,1.30360692633296,1.30360692633296,1.92468619246842,1.92468619246926,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
MLT,Malta,181,pcpi_pch,2004,S,5.5,1999,prediction,2.50001096725438,2.70935960591234,2.70935960591161,2.70935960591123,2.72526199378558,0,Advanced Economies,1,0,0,<NA>,<NA>,<NA>,18760.0687730759,52.9404666666667
